title,company_name,location,category,job_type,salary,experience,salary_min,salary_max,url,description,tags,published_at
Customer Service Specialist,GlobalNext Vietnam,Hanoi,Operations,Shift,19-24 trieu VND,2-4 nam,19000000,24000000,https://jobs.local/topcv/customer-service-specialist-243,Tuyen dung Customer Service Specialist tai GlobalNext Vietnam o Hanoi. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"support,crm,service",2026-04-12T07:28:05+07:00
Operations Staff,GreenTech Group,Dong Nai,Operations,Shift,22-25 trieu VND,3-5 nam,22000000,25000000,https://jobs.local/topcv/operations-staff-244,Tuyen dung Operations Staff tai GreenTech Group o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"operations,process,kpi",2026-03-28T03:28:05+07:00
HR Executive,VietFuture Group,Hanoi,Human Resources,Full-time,14-17 trieu VND,1-3 nam,14000000,17000000,https://jobs.local/topcv/hr-executive-245,Tuyen dung HR Executive tai VietFuture Group o Hanoi. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"hr,recruitment,onboarding",2026-03-24T14:28:05+07:00
Operations Staff,AnPhat JSC,Hanoi,Operations,Full-time,10-14 trieu VND,0-1 nam,10000000,14000000,https://jobs.local/topcv/operations-staff-246,Tuyen dung Operations Staff tai AnPhat JSC o Hanoi. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"operations,process,kpi",2026-03-26T21:28:05+07:00
Civil Engineer,MinhLong JSC,Can Tho,Construction,Part-time,17-21 trieu VND,2-4 nam,17000000,21000000,https://jobs.local/topcv/civil-engineer-247,Tuyen dung Civil Engineer tai MinhLong JSC o Can Tho. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"civil,autocad,project",2026-04-19T21:28:05+07:00
Operations Staff,GreenTech Vietnam,Ho Chi Minh City,Operations,Part-time,16-19 trieu VND,2-4 nam,16000000,19000000,https://jobs.local/topcv/operations-staff-248,Tuyen dung Operations Staff tai GreenTech Vietnam o Ho Chi Minh City. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"operations,process,kpi",2026-04-28T22:28:05+07:00
Civil Engineer,GlobalNext Solutions,Hanoi,Construction,Remote,11-16 trieu VND,0-1 nam,11000000,16000000,https://jobs.local/topcv/civil-engineer-249,Tuyen dung Civil Engineer tai GlobalNext Solutions o Hanoi. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"civil,autocad,project",2026-03-23T11:28:05+07:00
Warehouse Operator,Sunrise Vietnam,Dong Nai,Labor,Shift,16-20 trieu VND,5+ nam,16000000,20000000,https://jobs.local/topcv/warehouse-operator-250,Tuyen dung Warehouse Operator tai Sunrise Vietnam o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"warehouse,inventory,forklift",2026-03-31T04:28:05+07:00
HR Executive,Skyline Vietnam,Binh Duong,Human Resources,Full-time,9-12 trieu VND,0-1 nam,9000000,12000000,https://jobs.local/topcv/hr-executive-251,Tuyen dung HR Executive tai Skyline Vietnam o Binh Duong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"hr,recruitment,onboarding",2026-04-07T08:28:05+07:00
Customer Service Specialist,GlobalNext Solutions,Can Tho,Operations,Full-time,7-9 trieu VND,0-1 nam,7000000,9000000,https://jobs.local/topcv/customer-service-specialist-252,Tuyen dung Customer Service Specialist tai GlobalNext Solutions o Can Tho. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"support,crm,service",2026-03-24T05:28:05+07:00
Marketing Specialist,VietFuture Group,Hai Phong,Marketing,Full-time,32-38 trieu VND,5+ nam,32000000,38000000,https://jobs.local/topcv/marketing-specialist-253,Tuyen dung Marketing Specialist tai VietFuture Group o Hai Phong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"marketing,campaign,digital",2026-03-29T09:28:05+07:00
PR Executive,Skyline Vietnam,Da Nang,Marketing,Part-time,9-11 trieu VND,0-1 nam,9000000,11000000,https://jobs.local/topcv/pr-executive-254,Tuyen dung PR Executive tai Skyline Vietnam o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"pr,communications,media",2026-04-23T08:28:05+07:00
Construction Supervisor,VietFuture Solutions,Bac Ninh,Construction,Shift,27-36 trieu VND,5+ nam,27000000,36000000,https://jobs.local/topcv/construction-supervisor-255,Tuyen dung Construction Supervisor tai VietFuture Solutions o Bac Ninh. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"construction,site,safety",2026-04-01T20:28:05+07:00
Sales Executive,NovaLink JSC,Binh Duong,Sales,Remote,24-27 trieu VND,3-5 nam,24000000,27000000,https://jobs.local/topcv/sales-executive-256,Tuyen dung Sales Executive tai NovaLink JSC o Binh Duong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"sales,negotiation,crm",2026-03-25T20:28:05+07:00
HR Executive,AnPhat Vietnam,Da Nang,Human Resources,Full-time,13-17 trieu VND,2-4 nam,13000000,17000000,https://jobs.local/topcv/hr-executive-257,Tuyen dung HR Executive tai AnPhat Vietnam o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"hr,recruitment,onboarding",2026-03-16T20:28:05+07:00
Construction Supervisor,AnPhat Vietnam,Da Nang,Construction,Hybrid,11-13 trieu VND,0-1 nam,11000000,13000000,https://jobs.local/topcv/construction-supervisor-258,Tuyen dung Construction Supervisor tai AnPhat Vietnam o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"construction,site,safety",2026-04-22T15:28:05+07:00
Operations Staff,VietFuture Group,Binh Duong,Operations,Part-time,16-18 trieu VND,2-4 nam,16000000,18000000,https://jobs.local/topcv/operations-staff-259,Tuyen dung Operations Staff tai VietFuture Group o Binh Duong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"operations,process,kpi",2026-04-13T06:28:05+07:00
Accountant,NovaLink Solutions,Dong Nai,Finance,Shift,44-47 trieu VND,5+ nam,44000000,47000000,https://jobs.local/topcv/accountant-260,Tuyen dung Accountant tai NovaLink Solutions o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"accounting,excel,tax",2026-04-25T15:28:05+07:00
Operations Staff,Skyline JSC,Hanoi,Operations,Part-time,18-26 trieu VND,3-5 nam,18000000,26000000,https://jobs.local/topcv/operations-staff-261,Tuyen dung Operations Staff tai Skyline JSC o Hanoi. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"operations,process,kpi",2026-04-11T08:28:05+07:00
PR Executive,AnPhat Vietnam,Hai Phong,Marketing,Part-time,34-36 trieu VND,5+ nam,34000000,36000000,https://jobs.local/topcv/pr-executive-262,Tuyen dung PR Executive tai AnPhat Vietnam o Hai Phong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"pr,communications,media",2026-03-31T23:28:05+07:00
Legal Counsel,Skyline Vietnam,Da Nang,Legal,Full-time,26-28 trieu VND,2-4 nam,26000000,28000000,https://jobs.local/topcv/legal-counsel-263,Tuyen dung Legal Counsel tai Skyline Vietnam o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"legal,compliance,contract",2026-03-24T11:28:05+07:00
Sales Executive,GreenTech JSC,Dong Nai,Sales,Remote,31-43 trieu VND,5+ nam,31000000,43000000,https://jobs.local/topcv/sales-executive-264,Tuyen dung Sales Executive tai GreenTech JSC o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"sales,negotiation,crm",2026-04-25T10:28:05+07:00
Auditor,Skyline Solutions,Bac Ninh,Finance,Part-time,21-25 trieu VND,2-4 nam,21000000,25000000,https://jobs.local/topcv/auditor-265,Tuyen dung Auditor tai Skyline Solutions o Bac Ninh. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"audit,risk,reporting",2026-04-26T20:28:05+07:00
Marketing Specialist,NovaLink Group,Can Tho,Marketing,Shift,8-12 trieu VND,0-1 nam,8000000,12000000,https://jobs.local/topcv/marketing-specialist-266,Tuyen dung Marketing Specialist tai NovaLink Group o Can Tho. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"marketing,campaign,digital",2026-03-24T17:28:05+07:00
Legal Counsel,MinhLong Solutions,Binh Duong,Legal,Remote,22-29 trieu VND,2-4 nam,22000000,29000000,https://jobs.local/topcv/legal-counsel-267,Tuyen dung Legal Counsel tai MinhLong Solutions o Binh Duong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"legal,compliance,contract",2026-04-13T04:28:05+07:00
Construction Supervisor,GreenTech JSC,Hai Phong,Construction,Full-time,25-27 trieu VND,3-5 nam,25000000,27000000,https://jobs.local/topcv/construction-supervisor-268,Tuyen dung Construction Supervisor tai GreenTech JSC o Hai Phong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"construction,site,safety",2026-03-21T10:28:05+07:00
Sales Executive,PrimeX JSC,Da Nang,Sales,Full-time,28-33 trieu VND,3-5 nam,28000000,33000000,https://jobs.local/topcv/sales-executive-269,Tuyen dung Sales Executive tai PrimeX JSC o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"sales,negotiation,crm",2026-03-18T05:28:05+07:00
Sales Executive,GlobalNext Solutions,Dong Nai,Sales,Full-time,9-12 trieu VND,0-1 nam,9000000,12000000,https://jobs.local/topcv/sales-executive-270,Tuyen dung Sales Executive tai GlobalNext Solutions o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"sales,negotiation,crm",2026-04-04T20:28:05+07:00
PR Executive,VietFuture Group,Dong Nai,Marketing,Remote,14-23 trieu VND,2-4 nam,14000000,23000000,https://jobs.local/topcv/pr-executive-271,Tuyen dung PR Executive tai VietFuture Group o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"pr,communications,media",2026-04-27T17:28:05+07:00
Legal Counsel,Skyline Group,Hanoi,Legal,Full-time,55-58 trieu VND,5+ nam,55000000,58000000,https://jobs.local/topcv/legal-counsel-272,Tuyen dung Legal Counsel tai Skyline Group o Hanoi. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"legal,compliance,contract",2026-03-28T14:28:05+07:00
Auditor,Skyline Vietnam,Dong Nai,Finance,Part-time,34-36 trieu VND,5+ nam,34000000,36000000,https://jobs.local/topcv/auditor-273,Tuyen dung Auditor tai Skyline Vietnam o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"audit,risk,reporting",2026-04-21T17:28:05+07:00
Procurement Specialist,GlobalNext Group,Dong Nai,Supply Chain,Hybrid,14-16 trieu VND,1-3 nam,14000000,16000000,https://jobs.local/topcv/procurement-specialist-274,Tuyen dung Procurement Specialist tai GlobalNext Group o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"procurement,sourcing,vendor",2026-04-24T07:28:05+07:00
Marketing Specialist,Sunrise Solutions,Da Nang,Marketing,Full-time,18-21 trieu VND,2-4 nam,18000000,21000000,https://jobs.local/topcv/marketing-specialist-275,Tuyen dung Marketing Specialist tai Sunrise Solutions o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"marketing,campaign,digital",2026-04-16T04:28:05+07:00
Auditor,VietFuture Solutions,Dong Nai,Finance,Remote,9-13 trieu VND,0-1 nam,9000000,13000000,https://jobs.local/topcv/auditor-276,Tuyen dung Auditor tai VietFuture Solutions o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"audit,risk,reporting",2026-04-01T12:28:05+07:00
PR Executive,VietFuture Group,Dong Nai,Marketing,Shift,22-28 trieu VND,3-5 nam,22000000,28000000,https://jobs.local/topcv/pr-executive-277,Tuyen dung PR Executive tai VietFuture Group o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"pr,communications,media",2026-04-25T17:28:05+07:00
Customer Service Specialist,BlueOcean JSC,Binh Duong,Operations,Hybrid,9-11 trieu VND,0-1 nam,9000000,11000000,https://jobs.local/topcv/customer-service-specialist-278,Tuyen dung Customer Service Specialist tai BlueOcean JSC o Binh Duong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"support,crm,service",2026-03-24T01:28:05+07:00
Operations Staff,BlueOcean Solutions,Hanoi,Operations,Full-time,12-15 trieu VND,1-3 nam,12000000,15000000,https://jobs.local/topcv/operations-staff-279,Tuyen dung Operations Staff tai BlueOcean Solutions o Hanoi. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"operations,process,kpi",2026-04-24T05:28:05+07:00
Sales Executive,BlueOcean Solutions,Dong Nai,Sales,Shift,19-30 trieu VND,3-5 nam,19000000,30000000,https://jobs.local/topcv/sales-executive-280,Tuyen dung Sales Executive tai BlueOcean Solutions o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"sales,negotiation,crm",2026-04-13T22:28:05+07:00
Accountant,Skyline JSC,Binh Duong,Finance,Shift,10-14 trieu VND,0-1 nam,10000000,14000000,https://jobs.local/topcv/accountant-281,Tuyen dung Accountant tai Skyline JSC o Binh Duong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"accounting,excel,tax",2026-03-21T06:28:05+07:00
PR Executive,VietFuture JSC,Dong Nai,Marketing,Full-time,25-28 trieu VND,5+ nam,25000000,28000000,https://jobs.local/topcv/pr-executive-282,Tuyen dung PR Executive tai VietFuture JSC o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"pr,communications,media",2026-04-04T15:28:05+07:00
HR Executive,GlobalNext Vietnam,Ho Chi Minh City,Human Resources,Full-time,19-25 trieu VND,3-5 nam,19000000,25000000,https://jobs.local/topcv/hr-executive-283,Tuyen dung HR Executive tai GlobalNext Vietnam o Ho Chi Minh City. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"hr,recruitment,onboarding",2026-04-24T22:28:05+07:00
Business Development Manager,GlobalNext Vietnam,Can Tho,Sales,Part-time,24-26 trieu VND,3-5 nam,24000000,26000000,https://jobs.local/topcv/business-development-manager-284,Tuyen dung Business Development Manager tai GlobalNext Vietnam o Can Tho. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"business-development,b2b,pipeline",2026-04-14T06:28:05+07:00
Sales Executive,GlobalNext JSC,Dong Nai,Sales,Full-time,26-31 trieu VND,3-5 nam,26000000,31000000,https://jobs.local/topcv/sales-executive-285,Tuyen dung Sales Executive tai GlobalNext JSC o Dong Nai. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"sales,negotiation,crm",2026-04-07T05:28:05+07:00
Customer Service Specialist,NovaLink JSC,Binh Duong,Operations,Full-time,26-29 trieu VND,5+ nam,26000000,29000000,https://jobs.local/topcv/customer-service-specialist-286,Tuyen dung Customer Service Specialist tai NovaLink JSC o Binh Duong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"support,crm,service",2026-03-21T03:28:05+07:00
Legal Counsel,PrimeX Vietnam,Da Nang,Legal,Hybrid,40-47 trieu VND,5+ nam,40000000,47000000,https://jobs.local/topcv/legal-counsel-287,Tuyen dung Legal Counsel tai PrimeX Vietnam o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"legal,compliance,contract",2026-03-20T11:28:05+07:00
Accountant,AnPhat Vietnam,Da Nang,Finance,Remote,9-12 trieu VND,0-1 nam,9000000,12000000,https://jobs.local/topcv/accountant-288,Tuyen dung Accountant tai AnPhat Vietnam o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"accounting,excel,tax",2026-03-27T05:28:05+07:00
Real Estate Consultant,GlobalNext Solutions,Da Nang,Real Estate,Full-time,13-17 trieu VND,1-3 nam,13000000,17000000,https://jobs.local/topcv/real-estate-consultant-289,Tuyen dung Real Estate Consultant tai GlobalNext Solutions o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"real-estate,sales,consulting",2026-04-10T14:28:05+07:00
Procurement Specialist,Sunrise JSC,Da Nang,Supply Chain,Hybrid,8-14 trieu VND,0-1 nam,8000000,14000000,https://jobs.local/topcv/procurement-specialist-290,Tuyen dung Procurement Specialist tai Sunrise JSC o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"procurement,sourcing,vendor",2026-04-01T14:28:05+07:00
Legal Counsel,MinhLong Vietnam,Hai Phong,Legal,Remote,11-13 trieu VND,0-1 nam,11000000,13000000,https://jobs.local/topcv/legal-counsel-291,Tuyen dung Legal Counsel tai MinhLong Vietnam o Hai Phong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"legal,compliance,contract",2026-03-21T03:28:05+07:00
Construction Supervisor,NovaLink Vietnam,Can Tho,Construction,Hybrid,24-27 trieu VND,3-5 nam,24000000,27000000,https://jobs.local/topcv/construction-supervisor-292,Tuyen dung Construction Supervisor tai NovaLink Vietnam o Can Tho. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"construction,site,safety",2026-04-26T10:28:05+07:00
Sales Executive,Skyline Group,Hai Phong,Sales,Remote,13-19 trieu VND,1-3 nam,13000000,19000000,https://jobs.local/topcv/sales-executive-293,Tuyen dung Sales Executive tai Skyline Group o Hai Phong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"sales,negotiation,crm",2026-03-29T02:28:05+07:00
Warehouse Operator,BlueOcean JSC,Hai Phong,Labor,Full-time,12-14 trieu VND,3-5 nam,12000000,14000000,https://jobs.local/topcv/warehouse-operator-294,Tuyen dung Warehouse Operator tai BlueOcean JSC o Hai Phong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"warehouse,inventory,forklift",2026-04-24T14:28:05+07:00
PR Executive,GlobalNext Solutions,Da Nang,Marketing,Hybrid,17-20 trieu VND,2-4 nam,17000000,20000000,https://jobs.local/topcv/pr-executive-295,Tuyen dung PR Executive tai GlobalNext Solutions o Da Nang. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"pr,communications,media",2026-04-27T01:28:05+07:00
Legal Counsel,GreenTech Solutions,Can Tho,Legal,Hybrid,14-18 trieu VND,1-3 nam,14000000,18000000,https://jobs.local/topcv/legal-counsel-296,Tuyen dung Legal Counsel tai GreenTech Solutions o Can Tho. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"legal,compliance,contract",2026-03-24T18:28:05+07:00
Legal Counsel,VietFuture Group,Ho Chi Minh City,Legal,Full-time,19-21 trieu VND,1-3 nam,19000000,21000000,https://jobs.local/topcv/legal-counsel-297,Tuyen dung Legal Counsel tai VietFuture Group o Ho Chi Minh City. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"legal,compliance,contract",2026-04-04T05:28:05+07:00
Construction Supervisor,BlueOcean Solutions,Hai Phong,Construction,Part-time,22-24 trieu VND,2-4 nam,22000000,24000000,https://jobs.local/topcv/construction-supervisor-298,Tuyen dung Construction Supervisor tai BlueOcean Solutions o Hai Phong. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"construction,site,safety",2026-03-17T20:28:05+07:00
Operations Staff,Skyline Group,Hanoi,Operations,Remote,9-12 trieu VND,0-1 nam,9000000,12000000,https://jobs.local/topcv/operations-staff-299,Tuyen dung Operations Staff tai Skyline Group o Hanoi. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"operations,process,kpi",2026-03-25T13:28:05+07:00
Construction Supervisor,GlobalNext Group,Bac Ninh,Construction,Hybrid,12-18 trieu VND,1-3 nam,12000000,18000000,https://jobs.local/topcv/construction-supervisor-300,Tuyen dung Construction Supervisor tai GlobalNext Group o Bac Ninh. Yeu cau kinh nghiem lien quan va ky nang giao tiep tot.,"construction,site,safety",2026-03-25T16:28:05+07:00
